0.0068,0.3655,12.2171,12.7823,0.0073,0.3796,12.1573,12.7676,
0.007,0.3542,12.489,11.9878,0.0078,0.3601,12.1876,12.669,
0.0072,0.3368,11.6528,11.9114,0.032,0.3265,11.386,11.9572,
0.0073,0.3567,12.0548,12.2148,0.0071,0.3385,11.3681,11.8198,
0.0072,0.3867,12.3719,12.9343,0.0068,0.3445,11.4448,11.8322,
0.007,0.352,12.5101,12.8768,0.0067,0.3381,11.7375,11.9009,
0.007,0.3629,12.3004,12.6822,0.0071,0.428,11.3933,11.917,
0.0071,0.3607,11.7024,11.8603,0.0065,0.3556,11.3627,11.8514,
0.0074,0.3369,11.6104,12.7254,0.0068,0.3347,11.3901,12.0393,
0.0069,0.3594,12.4022,12.71,0.0071,0.338,11.3812,11.7318,
0.0074,0.7189,13.0079,12.9845,0.0067,0.3415,11.5091,12.029,
0.0109,0.403,12.7892,13.3205,0.0065,0.3425,11.3818,11.8441,
0.011,0.3618,12.3463,12.7428,0.0065,0.3342,11.3026,11.8758,
0.0073,0.3532,12.2624,12.8407,0.0067,0.3325,11.403,11.7543,
0.0075,0.3766,12.3307,12.702,0.0066,0.3498,11.4693,11.9144,
0.0073,0.3661,12.2344,13.1638,0.0067,0.3434,11.3985,11.8102,
0.0078,0.3824,12.0602,12.6381,0.0067,0.3258,11.6431,12.0381,
0.0074,0.4742,12.4969,12.7537,0.0066,0.3338,11.3663,11.8803,
0.0114,0.4098,12.2592,12.7903,0.0067,0.3346,11.4568,11.8575,
0.0074,0.36,12.1398,12.5813,0.0066,0.3389,11.2662,11.847,
0.0075,0.3708,12.3025,12.7634,0.0066,0.3366,11.5435,11.9738,
0.0072,0.3608,12.4142,12.9818,0.007,0.3286,11.557,11.7741,
0.0072,0.3541,12.3724,12.6329,0.0067,0.391,11.3083,12.1669,
0.0072,0.3595,12.2464,13.2636,0.0078,0.3334,11.383,11.7604,
0.0071,0.3559,12.2435,12.8328,0.007,0.3423,11.5001,11.9543,
0.0072,0.3749,12.1816,12.7438,0.0068,0.3319,11.6009,11.8326,
0.007,0.3737,12.1707,13.1405,0.0069,0.3519,11.4826,11.9374,
0.0074,0.3515,12.6216,12.8887,0.0069,0.3494,11.4001,11.9798,
0.0073,0.4598,12.2143,13.2863,0.0067,0.372,11.2889,11.8167,
0.0076,0.4052,12.2251,12.5319,0.0066,0.3182,11.4765,12.009,
0.0067,0.3631,12.1912,12.7257,0.0071,0.391,11.379,12.2677,
0.007,0.3436,12.1549,12.75,0.0065,0.3422,11.3874,12.0129,
0.0071,0.3683,12.2638,12.6878,0.0067,0.4263,11.3136,11.9824,
0.0076,0.355,12.2763,12.8062,0.0125,0.3507,11.4018,11.8392,
0.0075,0.3567,12.1885,12.8435,0.0069,0.3274,11.2366,12.2147,
0.0082,0.5006,12.3004,12.5811,0.0066,0.3199,11.7465,12.2159,
0.0075,0.8055,12.9713,12.7089,0.0084,0.3395,11.4715,12.5384,
0.0075,0.3612,12.3133,12.6477,0.007,0.3684,11.9923,12.786,
0.0083,0.3641,12.2563,12.5493,0.0071,0.4824,12.3539,12.7704,
0.0071,0.3599,12.4178,12.6284,0.0069,0.3796,12.0032,12.7713,
0.0073,0.3505,12.2219,13.1099,0.0072,0.3716,11.4515,11.9968,
0.0074,0.3539,12.2647,12.2289,0.0067,0.3331,11.4348,14.7476,
0.0067,0.3368,11.9995,13.115,0.0087,0.3803,12.4085,12.8647,
0.0081,0.3545,12.379,13.4182,0.0076,0.3795,12.253,12.8127,
0.0085,0.3558,12.3002,12.9928,0.0076,0.3536,12.4647,12.7174,
0.0075,0.4081,12.5035,13.4598,0.0071,0.3626,12.542,12.7806,
0.0076,0.3746,12.2457,14.2893,0.007,0.3613,12.1525,12.876,
0.0071,0.3583,12.5708,12.7644,0.007,0.36,12.5357,12.4467,
0.0072,0.3545,11.7458,12.4565,0.0066,0.4099,11.4672,11.9011,
0.0071,0.3306,12.0344,12.2975,0.0067,0.3605,11.7193,12.1772,
0.0067,0.3319,11.3865,11.7912,0.0066,0.3353,11.4067,11.876,
0.0065,0.3292,11.3381,11.9188,0.0065,0.3539,11.35,11.8125,
0.0067,0.3243,11.8139,11.9072,0.0066,0.3387,11.2597,11.5659,
0.0067,0.3471,11.4729,11.7961,0.0066,0.3645,11.4911,11.6384,
0.0068,0.3557,11.5275,12.0523,0.0066,0.3235,11.2988,11.9102,
0.0068,0.3418,12.2346,12.2533,0.0064,0.3338,11.3405,12.1083,
0.007,0.3458,11.5477,12.1163,0.007,0.3314,11.3736,11.6909,
0.0064,0.3455,11.396,12.1525,0.0067,0.3433,11.5186,11.7597,
0.007,0.3662,12.6186,12.6445,0.0067,0.4296,11.7122,12.1328,
0.0118,0.3715,12.1031,12.7101,0.0069,0.4059,11.4359,12.7001,
0.0071,0.3415,11.2653,12.2762,0.0073,0.3673,12.1853,12.7384,
0.0072,0.3444,11.4974,12.0091,0.0132,0.375,11.3432,11.9161,
0.0071,0.3465,11.8467,12.0045,0.0066,0.3254,11.4649,12.0793,
0.0068,0.3659,11.4123,12.3336,0.0062,0.3298,11.4676,11.7815,
0.0065,0.3307,11.6356,12.5719,0.0068,0.3624,12.0597,12.9208,
0.0073,0.4024,12.1637,12.7604,0.0073,0.3676,12.2599,12.8881,
0.0073,0.413,12.7499,13.1777,0.0075,0.3837,11.7522,12.0528,
0.0071,0.3761,12.1927,12.7746,0.0069,0.3612,11.4554,11.9629,
0.0073,0.3807,11.9284,12.5393,0.0066,0.3309,11.3002,11.6629,
0.0071,0.3601,12.3367,12.7344,0.0066,0.3454,11.323,12.0811,
0.0094,0.4493,12.1566,12.162,0.0064,0.3494,11.3619,11.8506,
0.0068,0.3637,12.2125,12.6692,0.0073,0.3411,11.476,11.9827,
0.0068,0.3688,12.1922,12.7387,0.0068,0.3462,11.4609,12.0509,
0.0071,0.3662,12.4942,14.3312,0.0067,0.3275,11.2973,12.1484,
0.0072,0.3276,11.6946,12.1536,0.008,0.3477,11.4979,11.923,
0.0066,0.3487,11.4362,11.8055,0.007,0.3814,11.4269,11.8472,
0.0069,0.3661,11.4262,11.8991,0.0066,0.3397,11.3869,11.8289,
0.0076,0.3366,11.3704,11.8851,0.0068,0.3328,11.4792,11.9651,
0.0066,0.3391,11.7256,11.906,0.007,0.418,11.3088,12.2326,
0.0067,0.3508,11.5527,11.8035,0.0072,0.3353,11.2729,11.8251,
0.0069,0.3289,11.4093,12.0448,0.0067,0.3205,11.5551,12.1452,
0.007,0.3584,11.4712,11.8048,0.0066,0.3369,11.4108,11.8341,
0.0066,0.3486,11.469,12.0183,0.0069,0.3443,11.3572,11.7401,
0.0068,0.3421,11.4977,12.001,0.0068,0.3366,11.4558,11.9875,
0.0066,0.347,11.5838,12.8665,0.0065,0.3434,11.4805,11.916,
0.007,0.4221,12.0067,12.5637,0.007,0.3443,11.4476,11.922,
0.0071,0.3672,12.2229,12.9419,0.0066,0.3696,11.4858,11.916,
0.0074,0.3697,12.2434,12.7839,0.0066,0.3533,11.3215,11.8932,
0.0075,0.4486,12.4116,12.8452,0.0071,0.3389,11.4131,11.7842,
0.0072,0.3686,12.142,12.8852,0.0064,0.3379,11.4158,11.7423,
0.0071,0.3628,12.6288,12.9992,0.0079,0.3651,12.2928,12.9167,
0.0067,0.3474,11.5357,12.0669,0.0074,0.3412,11.4465,11.8358,
0.0067,0.3559,11.4665,11.8806,0.0065,0.3475,11.4908,11.9884,
0.0069,0.3707,11.6045,11.9808,0.0066,0.3665,11.5227,12.0967,
0.007,0.3389,11.4567,12.0523,0.0068,0.3334,11.3929,11.8954,
0.0068,0.3293,11.6743,11.9154,0.0068,0.3292,11.4356,11.7215,
0.0067,0.3384,11.4204,12.1714,0.0066,0.3363,11.295,11.9277,
0.007,0.4178,11.3747,12.031,0.0065,0.3889,11.6037,11.8359,
0.0065,0.3415,11.4629,11.8049,0.0068,0.339,11.3865,11.7871,
0.007,0.3297,11.6341,13.683,0.0074,0.339,11.5681,13.8441,
0.0098,0.4147,12.4915,12.5871,0.008,0.4201,12.2243,13.147,
0.0072,0.357,12.6276,12.9427,0.0082,0.3687,12.4932,12.9838,
0.0073,0.3603,12.5627,12.8674,0.0072,0.3515,12.1796,12.8065,
0.0075,0.3651,11.4655,11.9417,0.0134,0.3548,12.46,12.7375,
0.0068,0.3418,11.6174,12.1138,0.0078,0.3553,11.7826,12.07,
0.0066,0.3894,11.4393,12.1401,0.0067,0.3418,11.4086,12.2659,
0.0065,0.3314,11.4783,12.0223,0.0066,0.3267,11.3628,11.7893,
0.0068,0.3487,11.4561,12.6848,0.007,0.3326,11.5967,12.1162,
0.007,0.3714,12.474,12.9117,0.0066,0.3277,11.5023,11.8197,
0.007,0.3553,11.5968,12.4412,0.0067,0.3607,11.302,11.7333,
0.0072,0.3371,11.8349,12.2708,0.0068,0.3408,11.4968,12.0946,
0.0066,0.3483,11.4791,12.9318,0.0066,0.4399,11.3915,11.8723,
0.0069,0.3501,11.7143,12.1445,0.0067,0.3391,11.3641,11.6093,
0.0079,0.3369,12.3343,12.8272,0.0069,0.3371,11.6012,11.7353,
0.007,0.3554,12.2618,12.6018,0.0067,0.3462,11.4524,11.8557,
0.0411,0.3243,11.5467,11.9021,0.0062,0.3349,11.5267,11.7388,
0.0069,0.3377,11.7497,12.274,0.0074,0.3548,11.3893,12.6747,
0.0068,0.3464,11.5889,11.9958,0.0069,0.3624,12.3174,12.7308,
0.013,0.3742,11.503,11.9578,0.0068,0.3215,11.7472,12.1376,
0.0068,0.3499,11.5303,11.9542,0.007,0.3292,11.6129,12.0062,
0.0064,0.3901,11.5453,11.9159,0.007,0.3427,11.2834,12.0216,
0.0066,0.329,11.674,12.0719,0.0067,0.3438,11.3738,11.8229,
0.0069,0.3535,11.5988,11.8661,0.0065,0.332,11.5281,11.7684,
0.0066,0.3502,11.6447,12.1622,0.0066,0.3416,11.3658,11.9677,
0.0064,0.3337,11.6946,14.9002,0.0068,0.3373,11.4548,12.286,
0.0085,0.4113,12.4759,13.0596,0.0067,0.3496,11.5644,11.922,
0.0081,0.3681,12.22,12.8195,0.0068,0.3281,11.4297,12.1993,
0.007,0.373,12.3269,12.9858,0.0067,0.3287,11.3217,11.7601,
0.0074,0.4255,11.4806,12.0762,0.0068,0.3471,11.4232,11.8665,
0.0066,0.3303,11.7305,12.5761,0.0067,0.3407,11.4495,11.9026,
0.0067,0.3329,11.4938,12.1141,0.0063,0.3481,11.4137,11.6703,
0.0074,0.3331,11.59,12.7254,0.0067,0.3551,11.3178,12.1253,
0.008,0.3585,12.4213,12.8924,0.0074,0.3504,11.3644,11.8714,
0.007,0.3674,12.3337,12.9939,0.0074,0.3339,11.4862,11.8438,
0.0124,0.3605,12.2851,12.9444,0.0067,0.3396,12.0853,11.9959,
0.0071,0.3598,12.2267,12.5939,0.0067,0.3461,11.4296,11.7489,
0.0069,0.3222,11.4165,12.1237,0.0069,0.3733,11.3645,12.2601,
0.0066,0.3316,11.4233,11.7863,0.0066,0.3378,11.2167,11.7352,
0.0066,0.3332,11.4338,11.7956,0.0068,0.344,11.2386,11.7312,
0.0069,0.3341,11.5664,12.1799,0.0068,0.3444,11.5548,11.786,
0.007,0.3404,11.3864,12.0004,0.0067,0.3233,11.3236,12.3417,
0.0066,0.3848,11.525,11.7672,0.0066,0.3469,11.3615,11.6181,
0.007,0.3341,11.3623,11.9406,0.0068,0.3394,11.474,11.9957,
0.007,0.3406,11.374,12.2543,0.0067,0.3545,11.4413,11.8446,
0.007,0.3565,12.0619,12.1291,0.007,0.3413,11.33,11.7494,
0.0067,0.3342,11.8539,12.2322,0.0067,0.3366,11.4608,11.8123,
0.0068,0.3392,11.4986,12.4609,0.0064,0.3305,12.0466,12.6837,
0.0066,0.3302,11.6199,12.1248,0.0075,0.3599,12.0469,12.7047,
0.0067,0.3319,11.61,11.8584,0.0077,0.407,12.1338,12.7532,
0.0065,0.3391,11.4801,12.0684,0.0074,0.3486,11.6266,12.1858,
0.0068,0.3324,11.425,12.1757,0.0065,0.3603,11.8511,11.7638,
0.0068,0.3616,11.4537,12.1353,0.0069,0.3468,11.281,12.2534,
0.0068,0.3486,11.4093,11.9467,0.007,0.4033,11.4951,11.8392,
0.0063,0.3367,11.3755,11.9173,0.0067,0.3506,11.731,11.9218,
0.0068,0.337,11.5302,11.954,0.007,0.3263,11.6086,12.1356,
0.0066,0.3314,11.487,11.9897,0.0065,0.3329,11.2588,12.1797,
0.0069,0.3466,11.2836,12.0278,0.007,0.3449,11.454,11.9786,
0.0068,0.3428,11.3703,11.9116,0.0069,0.3371,11.3624,11.8393,
0.0066,0.3506,11.5814,11.9611,0.0065,0.4486,11.6756,11.8708,
0.0068,0.3335,11.5251,12.2128,0.0068,0.3422,11.362,12.8581,
0.0068,0.3551,11.6222,12.4905,0.0246,0.3342,14.0679,12.809,
0.0068,0.4104,11.4983,12.0425,0.0079,0.3726,12.5472,12.6869,
0.0068,0.3415,11.5828,11.9261,0.0074,0.3711,12.4606,12.6665,
0.0068,0.3499,11.6082,12.1746,0.0076,0.3661,12.1565,12.8459,
0.0069,0.3268,11.3831,12.5063,0.0071,0.3655,11.3598,12.3019,
0.0067,0.3313,11.6057,11.771,0.007,0.3383,11.3053,11.7488,
0.0065,0.3427,11.3487,11.9579,0.0067,0.3378,11.397,11.9863,
0.0071,0.3285,11.3553,11.8457,0.0066,0.3562,11.3907,12.0329,
0.0067,0.3408,11.7696,12.0336,0.0071,0.3429,11.5562,11.9186,
0.0067,0.4244,11.5303,11.9862,0.0067,0.3264,11.3423,12.0614,
