525.722,9.3444,411.577,7.4622,187.473,11.7468,278.753,9.3204,402.807,14.3589,379.312,12.7627,204.473,15.8523,241.592,12.8996,
423.233,6.0499,475.758,5.3155,187.602,7.2727,276.06,6.3838,416.045,10.147,405.612,10.2777,203.821,16.0949,240.465,17.0175,
399.996,9.3567,462.015,7.1867,193.86,11.5623,248.122,12.5346,415.965,15.273,396.639,14.7154,213.324,21.4482,237.023,13.6444,
383.093,8.439,401.884,7.9578,188.889,10.1925,230.435,10.9607,389.676,5.0238,375.512,5.0588,210.956,6.2385,226.614,6.3291,
384.79,11.7183,464.911,10.0805,190.617,14.3763,248.131,12.5782,416.53,14.5346,394.631,14.2751,210.904,15.691,256.614,15.0506,
368.439,8.3435,467.058,5.9883,192.879,10.2522,233.964,7.8365,380.313,21.2805,346.983,11.2519,193.453,22.5447,225.888,15.6225,
389.63,10.453,467.885,8.5847,195.044,8.9144,210.473,8.3491,368.765,15.3788,401.504,9.0113,194.382,20.045,223.163,12.7118,
377.037,7.5182,414.277,7.2395,190.005,11.4965,230.92,12.9424,426.852,12.9814,400.987,9.6686,191.068,20.0206,212.649,12.4131,
351.344,12.4979,412.86,9.5347,189.665,11.5923,227.055,11.0794,349.609,12.8821,379.092,10.8099,188.04,28.0505,279.57,15.3885,
384.98,4.9901,418.439,7.8437,204.327,8.5159,247.724,9.3529,386.822,12.8179,390.679,12.7832,189.215,15.6626,256.236,13.8131,
432.768,13.624,399.483,8.8109,189.426,14.5912,209.288,12.5311,380.113,16.348,385.403,13.5873,209.215,14.5372,287.857,15.2056,
363.536,12.2642,402.298,6.1977,196.944,14.6458,215.193,7.8336,367.317,10.9892,381.932,8.8681,181.044,16.007,232.401,12.3496,
395.162,7.998,355.95,5.381,208.222,8.8972,216.603,4.9047,378.582,10.1673,408.469,6.5072,200.205,12.8296,259.787,9.4712,
347.157,14.0875,393.748,11.9482,182.979,14.4002,249.462,16.0436,380.496,13.3736,363.015,13.1857,183.314,19.7913,255.365,12.2834,
380.534,6.2041,460.654,5.1471,192.518,8.7957,254.103,9.5343,360.481,21.159,373.762,13.5305,195.676,36.9886,259.984,13.8499,
371.644,7.6557,426.079,4.8694,194.216,8.9041,232.126,9.7317,368.102,5.2496,392.212,5.5229,189.193,5.9463,225.151,6.3237,
358.883,9.5987,414.371,10.5885,185.952,11.5332,224.099,12.9313,383.838,10.3603,364.993,11.2021,179.979,13.0401,197.375,12.137,
353.352,14.1271,425.506,6.8524,221.096,14.5713,251.318,11.2594,364.726,9.2019,395.175,11.3963,187.108,14.5049,240.496,15.6347,
391.45,12.095,438.315,7.9536,235.751,11.6905,248.858,9.1883,354.733,10.0141,374.772,10.2847,198.359,12.8792,246.457,14.3953,
434.693,5.7234,477.117,4.7095,207.519,5.9174,191.605,4.7583,352.97,9.3944,442.441,10.4004,189.885,11.5989,244.15,10.7356,
391.589,9.0217,556.069,6.9377,259.233,11.5905,261.687,9.6562,353.245,17.3091,378.471,13.289,188.888,23.0158,252.434,13.9576,
372.432,4.7002,440.303,7.0596,252.363,8.5121,262.433,9.522,358.059,11.0516,352.789,14.0229,178.962,14.4725,241.452,12.2199,
387.707,8.1699,401.764,5.4372,260.278,9.1804,211.303,6.7402,404.911,12.9261,422.336,12.1884,192.344,15.8583,232.064,13.8431,
381.392,9.9883,460.572,7.5865,275.628,11.4772,201.173,9.6858,391.584,23.046,397.831,13.7207,195.928,25.9004,224.191,17.9279,
371.775,10.8426,417.453,8.2314,245.441,11.6591,251.885,9.4118,337.693,8.8212,385.272,9.0721,202.304,11.426,219.31,12.2184,
332.871,6.6427,436.09,10.4567,206.498,11.3603,206.037,12.6846,353.057,17.5687,380.479,15.6827,186.08,19.8109,233.977,19.6198,
400.163,4.9243,445.814,4.224,204.162,6.0593,228.184,4.7882,392.031,13.507,413.907,13.767,177.77,23.1295,213.538,16.9189,
356.387,8.3205,413.963,3.1021,217.012,5.8885,257.074,3.3706,386.481,9.0434,340.384,10.2923,186.955,11.6039,207.592,11.0274,
363.376,11.0255,377.624,9.1547,191.405,12.7681,246.951,11.4429,341.893,11.9461,381.206,16.5205,197.905,16.0432,213.098,15.7828,
367.195,13.0124,465.668,8.3002,206.438,17.1652,270.332,11.1669,367.739,7.7776,392.394,11.5349,179.979,14.4121,242.861,13.8683,
361.167,11.0508,405.992,9.0353,186.704,14.1757,213.109,12.675,379.728,18.1906,368.473,16.048,186.206,25.9169,204.732,21.8748,
414.336,8.7472,438.866,9.4316,237.995,11.6869,230.57,12.7659,376.15,15.8301,374.735,14.7103,192.498,22.8647,209.453,17.4851,
377.906,10.0181,377.62,11.508,206.05,10.401,221.675,10.8144,398.749,12.9598,397.813,9.9444,187.963,14.4625,278.153,15.6572,
376.812,7.8469,395.782,8.3845,194.472,10.0741,211.412,11.0105,377.567,9.0984,421.575,11.4868,194.294,15.7158,210.474,12.4516,
373.18,6.6159,438.767,4.9047,218.992,9.1121,214.366,6.2767,399.339,10.3531,367.838,10.5617,188.644,13.0743,221.306,14.0536,
353.392,10.9362,378.41,6.0596,222.482,14.0823,231.868,8.0436,355.709,10.5231,340.288,8.6553,178.979,12.8806,233.726,12.3594,
358.659,7.9708,353.559,6.9739,204.981,10.2042,240.645,7.9146,394.993,17.0835,415.019,11.4502,176.763,26.9938,205.542,18.191,
368.171,5.4359,472.779,7.4092,254.811,8.8259,282.951,9.6745,375.759,16.0046,367.026,14.7198,167.941,32.7556,249.35,19.9994,
342.566,9.0679,413.497,7.814,196.301,13.9475,243.912,14.2454,352.912,10.6508,377.131,11.1111,213.093,13.0896,258.925,14.1197,
393.217,4.9742,449.051,4.537,209.797,8.2734,236.4,8.0801,335.984,12.046,396.324,9.6288,173.381,17.2601,232.107,15.7439,
364.817,8.9171,421.615,7.3922,192.216,9.6534,295.118,9.3973,369.196,11.4746,401.672,12.4058,188.063,14.6318,231.385,16.0937,
351.854,8.7772,445.36,7.2725,220.382,11.0638,280.656,8.3167,373.078,12.1141,382.712,9.47,194.933,17.2115,254.118,15.5655,
317.032,10.4137,378.034,6.7708,197.923,10.6036,213.817,7.8467,386.879,26.9708,382.538,25.9375,184.379,27.2335,223.975,21.6117,
370.919,9.542,390.041,6.0672,181.662,10.7695,225.491,8.0219,381.387,12.7759,443.443,9.4077,186.537,14.3915,253.36,15.2273,
369.515,9.3106,439.869,9.8876,204.298,12.3871,262.572,12.6879,359.578,6.393,385.578,6.9574,210.147,7.2798,193.493,7.9524,
390.211,11.3084,383.425,16.1786,241.2,12.2102,220.945,9.5043,404.163,17.251,359.432,11.5596,191.508,22.7049,190.613,15.8389,
399.615,10.3776,430.282,5.6674,237.777,9.9999,228.532,8.0664,358.601,18.7282,385.716,13.225,185.235,24.2604,211.044,18.5763,
395.702,9.3964,373.547,8.2104,205.718,10.5109,251.853,11.1867,370.781,13.3472,382.021,16.1583,188.431,18.5749,259.086,18.4886,
369.635,11.3559,364.239,7.8707,205.325,13.8242,243.745,11.1012,346.966,12.2127,404.62,13.6321,202.667,17.3231,213.333,15.565,
400.731,8.0583,407.466,9.2608,184.36,8.9368,217.586,9.5939,357.394,14.7041,336.848,11.766,186.881,31.1489,206.792,18.7198,
390.303,12.9705,391.728,14.4067,199.897,18.6439,219.478,18.6304,358.803,28.4957,419.089,12.4165,184.661,37.1348,205.555,13.7778,
369.449,10.8034,427.25,7.2551,218.125,10.7584,261.192,8.546,377.505,11.0906,388.605,8.0614,224.632,14.5526,245.85,15.5554,
351.314,8.8597,392.744,5.5773,200.927,10.6863,250.987,10.8679,354.04,11.0578,352.092,12.2086,188.962,14.4785,228.282,12.5149,
372.837,4.431,380.906,3.1639,211.812,5.1195,259.452,3.64,378.829,12.0432,350.262,9.2698,191.697,14.314,223.434,12.5174,
400.95,12.1118,385.551,10.3674,189.188,13.6151,256.197,10.959,372.599,18.741,376.178,15.046,192.2,24.0286,224.089,19.0833,
368.641,5.5827,384.525,6.3655,217.907,11.0268,220.562,11.1856,398.158,10.0889,335.052,11.8544,195.923,13.0588,224.004,13.72,
361.84,12.1549,390.229,10.4056,223.493,12.4739,260.222,12.8128,344.842,13.2248,402.086,9.5264,188.978,17.3252,223.429,13.7275,
369.478,6.191,363.7,10.1888,197.751,10.5059,236.972,11.0706,367.187,13.9927,357.027,15.3254,194.594,15.8717,236.262,15.2147,
371.289,7.5835,392.156,4.9616,224.984,9.149,219.159,6.2213,338.237,17.4257,375.631,9.0542,179.224,24.1671,192.889,16.6789,
