0.0082,173.536,56.7906,0.0087,154.356,42.4378,
0.0077,166.258,53.0243,0.0076,154.677,43.786,
0.0086,154.476,59.4794,0.0077,157.824,48.7676,
0.0077,143.053,51.8819,0.008,153.125,50.1541,
0.0078,147.886,60.1472,0.0069,154.761,42.8177,
0.007,143.308,55.3613,0.0071,151.246,39.3534,
0.0077,142.779,45.8334,0.0075,141.743,44.0357,
0.008,135.966,65.2296,0.0089,141.361,40.8794,
0.0077,145.088,45.2631,0.0074,143.836,45.5656,
0.0082,152.047,50.187,0.0076,135.919,43.5951,
0.0073,130.46,49.25,0.0075,152.664,50.0746,
0.0076,148.193,55.8525,0.0076,139.293,40.6774,
0.0076,149.975,46.3169,0.0069,151.891,42.3278,
0.0071,136.433,47.2012,0.0073,132.212,42.723,
0.0087,138.273,51.3868,0.0071,146.933,45.422,
0.0071,149.734,45.5897,0.0069,148.626,42.9479,
0.0068,142.993,49.1776,0.0076,128.894,44.4982,
0.0073,146.695,49.697,0.0068,138.56,44.5084,
0.0076,133.748,57.412,0.0082,147.552,43.4601,
0.0079,143.167,44.2445,0.0076,136.545,44.5551,
0.0083,148.724,48.7968,0.007,137.231,44.2063,
0.0085,125.259,49.9906,0.0073,136.251,45.3834,
0.0074,145.329,44.444,0.0071,138.996,38.547,
0.0075,158.726,51.1625,0.0073,153.126,49.5642,
0.0078,157.448,49.5858,0.0083,155.821,49.3142,
0.0264,128.921,56.9685,0.0071,140.511,42.2045,
0.0073,141.431,50.0703,0.0075,129.513,45.0024,
0.0068,159.66,51.4372,0.0067,138.161,46.4222,
0.0076,141.403,49.5572,0.0071,149.436,43.3582,
0.0347,139.216,49.7689,0.0069,129.741,37.2666,
0.0088,131.121,48.3353,0.0074,141.324,42.1157,
0.0067,146.621,44.8111,0.0077,142.1,43.7738,
0.0079,135.181,56.5341,0.007,139.473,42.7635,
0.0068,136.279,51.6025,0.0201,150.467,47.9721,
0.0074,146.572,48.7591,0.008,140.415,40.6926,
0.0074,143.37,53.5184,0.0069,130.331,43.9412,
0.0077,138.493,41.6462,0.0077,131.149,46.4693,
0.0076,142.878,50.2957,0.007,127.094,40.8131,
0.0076,133.686,47.2467,0.0073,156.719,45.6935,
0.0181,134.979,45.3108,0.0074,126.147,46.6584,
0.0087,136.861,47.2598,0.0071,142.309,45.458,
0.0087,143.826,48.0906,0.007,148.944,46.4319,
0.0074,146.95,53.6731,0.0088,134.494,47.8849,
0.0248,141.025,48.2599,0.007,145.853,40.2928,
0.0089,149.924,45.902,0.0071,160.586,41.2523,
0.0077,160.088,56.2275,0.007,143.08,45.5865,
0.0073,161.229,49.9333,0.0072,137.766,45.3118,
0.007,147.9,48.7963,0.0077,145.508,45.1927,
0.0138,144.623,47.2449,0.0074,152.516,40.8952,
0.007,132.179,60.3196,0.0142,139.716,44.5972,
0.0079,155.243,50.2677,0.0069,143.118,43.4564,
0.0085,150.379,49.0107,0.0072,168.235,46.8165,
0.0075,129.266,46.8522,0.0075,138.565,42.323,
0.0077,142.912,58.9376,0.0079,140.392,52.1504,
0.0073,137.919,48.1379,0.0069,138.749,43.8985,
0.0073,148.028,48.4246,0.0072,137.384,41.8312,
0.0072,149.212,52.5904,0.008,146.316,49.5611,
0.007,140.15,47.9726,0.0112,142.891,46.9902,
0.0256,154.835,47.5403,0.0091,136.876,47.4788,
0.0073,141.314,51.1292,0.0082,157.283,42.2723,
0.0067,139.321,54.2251,0.0082,143.561,44.5348,
0.007,158.751,49.6532,0.0086,147.335,46.3485,
0.0084,140.656,51.1898,0.0077,143.295,42.9648,
0.0078,142.085,45.7408,0.0068,145.636,49.9608,
0.0076,135.089,49.6893,0.0077,144.315,41.6361,
0.0082,142.147,45.9546,0.0071,155.056,40.8462,
0.0075,129.884,46.5941,0.0151,124.848,46.618,
0.0069,130.364,50.2342,0.0071,137.72,44.1174,
0.0074,144.973,48.1534,0.0071,136.327,42.8604,
0.0078,129.319,47.9705,0.0178,139.701,49.4063,
0.0078,144.838,51.4783,0.0073,149.581,43.1447,
0.0076,138.581,48.137,0.0073,141.294,44.554,
0.0076,141.607,47.0766,0.0073,142.761,46.195,
0.0074,134.375,49.2376,0.0069,158.047,42.4841,
0.0071,135.108,46.8199,0.0138,133.903,42.6644,
0.0069,138.515,48.1124,0.0076,133.847,47.4933,
0.0074,147.224,49.6737,0.0068,143.087,45.5273,
0.0069,142.794,51.6168,0.0069,145.51,44.2143,
0.007,151.173,48.9098,0.0069,139.802,44.8547,
0.0069,133.164,46.349,0.0071,135.216,55.7421,
0.0079,131.817,58.7921,0.0095,142.498,45.8413,
0.0076,143.936,44.5148,0.0069,156.588,47.8676,
0.0082,151.232,48.1841,0.0075,155.319,45.5632,
0.0139,141.621,50.7031,0.0067,144.613,45.8044,
0.0072,137.521,48.1317,0.0069,150.964,44.3126,
0.007,140.618,45.1466,0.0069,146.436,44.0789,
0.0087,130.769,46.7757,0.0179,128.841,43.4632,
0.0071,124.271,53.7323,0.0257,137.993,44.3477,
0.0072,140.076,46.8295,0.0076,140.647,40.6745,
0.0083,132.665,48.1504,0.0075,139.878,46.6029,
0.0073,155.326,49.8736,0.0072,144.047,48.8006,
0.0073,142.97,49.8941,0.0074,139.963,49.0386,
0.0074,143.081,48.0729,0.0083,133.596,43.3401,
0.0079,155.003,51.3637,0.0069,151.575,48.9966,
0.0085,142.493,51.6346,0.0102,140.748,40.2894,
0.0091,159.216,50.6315,0.0067,135.379,44.6349,
0.0086,147.585,53.6008,0.007,129.72,49.1034,
0.0073,153.373,55.3973,0.0069,143.508,44.7199,
0.009,151.073,51.4417,0.0071,138.962,39.8408,
0.0078,171.418,50.0229,0.0076,150.067,41.845,
0.0086,148.237,52.2442,0.0073,142.066,47.6811,
0.0079,145.258,50.427,0.0077,145.193,44.1327,
0.0073,140.62,52.8602,0.0072,149.05,42.3962,
0.0096,154.432,54.0603,0.0069,139.828,47.8656,
0.0087,145.395,49.2254,0.007,144.037,40.5011,
0.0085,149.164,49.126,0.0066,143.823,44.2617,
0.0077,150.425,46.2574,0.0076,143.923,47.6344,
0.0081,156.822,55.0696,0.0077,134.819,42.7249,
0.0129,164.351,58.7784,0.0069,140.889,47.8171,
0.009,161.649,48.9601,0.0077,126.886,44.8731,
0.0086,142.54,65.9795,0.0076,140.971,44.431,
0.009,148.63,53.3594,0.0078,143.141,46.8637,
0.0083,152.073,54.4028,0.0159,130.663,44.5315,
0.0089,145.666,53.0574,0.0076,152.675,48.0499,
0.0082,144.081,50.5283,0.0072,145.818,41.5481,
0.0068,146.243,56.1916,0.007,137.664,39.5107,
0.0093,142.96,51.2677,0.0073,144.925,47.7764,
0.0087,146.449,48.2034,0.0069,136.594,38.6235,
0.0087,159.64,53.3525,0.0072,134.579,43.2804,
0.0088,171.988,49.5932,0.0076,136.23,51.9965,
0.009,147.853,56.6422,0.0074,153.851,44.4955,
0.0109,151.266,45.8653,0.0071,148.942,45.9406,
0.0087,161.519,47.7901,0.0075,127.547,39.4882,
0.0092,157.43,55.3794,0.0074,141.364,40.3849,
0.0078,147.813,53.4777,0.007,135.04,39.3717,
0.0073,145.094,48.2201,0.0074,140.148,46.2168,
0.0085,135.313,46.4112,0.0068,134.566,42.654,
0.0082,139.07,54.925,0.0087,138.857,45.3115,
0.0076,153.065,47.541,0.0075,133.339,41.933,
0.0065,148.398,45.6421,0.0078,141.19,48.4794,
0.0079,140.054,51.8023,0.007,152.576,46.9949,
0.0094,128.883,53.4808,0.0075,130.466,41.9982,
0.0082,130.001,53.234,0.0069,135.768,52.3585,
0.0071,148.734,51.4873,0.0069,169.463,43.1966,
0.0086,126.748,50.6825,0.0069,150.846,41.1502,
0.0072,148.397,49.0415,0.0085,140.216,44.2821,
0.0071,139.425,46.399,0.0071,137.382,50.6924,
0.007,163.662,60.0885,0.0067,146.602,46.9179,
0.0089,166.261,54.8503,0.007,147.465,41.2692,
0.009,158.417,54.4682,0.0076,145.615,47.6152,
0.0088,156.849,55.6316,0.007,147.177,46.9115,
0.0082,150.328,52.6056,0.0067,134.531,43.9091,
0.0125,140.816,46.3421,0.0074,150.137,43.5559,
0.008,171.821,53.4862,0.0069,139.083,42.0188,
0.0087,174.263,64.1137,0.0071,139.825,45.3669,
0.0089,167.151,64.2713,0.0079,150.985,45.1319,
0.0091,180.653,53.743,0.0087,144.89,45.4972,
0.0129,201.19,74.8531,0.0069,136.452,43.7306,
0.0158,191.673,62.2676,0.0075,134.393,41.0927,
0.0123,155.683,65.0143,0.0068,148.006,50.6172,
0.0126,174.725,50.18,0.0073,134.773,46.9436,
0.012,178.477,56.6432,0.0071,139.076,42.6137,
0.0125,146.511,59.5427,0.0072,133.507,45.4687,
0.0074,143.069,60.4759,0.0075,145.357,45.4357,
0.0072,140.074,50.4146,0.0071,133.566,42.0354,
0.0081,133.936,48.6406,0.0077,134.81,45.6174,
0.0078,143.28,45.958,0.0076,139.359,43.8928,
0.0077,171.917,46.7794,0.007,151.087,42.9009,
0.0129,141.613,54.64,0.0175,126.992,42.8543,
0.011,161.294,52.1496,0.0068,151.673,40.8047,
0.0089,145.346,49.9128,0.0073,155.945,42.8181,
0.0093,160.199,55.9376,0.0078,146.491,41.7529,
0.0087,156.83,54.2506,0.007,131.679,48.3934,
0.0086,152.014,51.9004,0.0069,138.107,42.3522,
0.0084,143.507,51.4927,0.0068,150.492,41.6155,
0.0067,164.29,60.0567,0.0072,146.232,43.823,
0.0088,144.146,59.4912,0.007,143.369,39.5526,
0.0089,139.712,55.4874,0.0068,124.696,42.5658,
0.0084,150.844,48.7368,0.0074,152.312,42.5737,
0.0077,139.98,57.4459,0.0079,141.086,44.3492,
0.0068,149.718,50.6056,0.0068,146.324,46.0693,
0.0081,153.053,53.4466,0.0076,141.852,44.0265,
0.0084,154.61,56.1942,0.0069,134.701,47.4627,
0.0076,138.801,53.1394,0.0077,144.747,50.0721,
0.014,148.681,45.9955,0.0072,132.041,43.3624,
0.009,155.623,50.1361,0.0071,142.156,53.383,
0.0085,141.52,58.4361,0.0077,148.243,43.4389,
0.0073,131.35,47.6894,0.0068,147.558,44.0071,
0.0077,133.474,47.7866,0.0139,137.209,38.3773,
0.0073,125.609,48.0513,0.0074,142.153,43.9129,
0.007,145.891,48.6258,0.0068,144.261,45.6746,
0.0076,140.784,49.0534,0.0076,136.894,42.454,
0.0072,141.78,51.4881,0.0069,142.495,55.514,
0.0075,138.886,53.5199,0.0068,145.555,44.4777,
0.008,124.725,49.2418,0.0071,133.623,39.5197,
0.0076,140.235,48.2533,0.0073,142.768,45.8906,
0.0074,140.155,49.8007,0.0071,146.552,43.4818,
0.0195,145.559,45.1286,0.0074,149.881,44.7454,
0.0072,125.59,49.3142,0.0077,147.72,43.2216,
0.007,140.57,55.3724,0.0084,145.905,45.7121,
0.007,131.892,46.1324,0.0075,133.213,44.6149,
0.0069,138.01,47.8308,0.0069,139.97,42.3748,
0.0076,134.031,48.409,0.0069,134.112,49.5512,
0.0067,133.033,43.4226,0.0068,143.911,40.0765,
0.0072,142.463,44.5917,0.0068,144.036,41.2309,
0.0076,147.212,46.9909,0.0208,132.19,42.8549,
0.0072,155.038,41.0786,0.0068,134.427,39.4882,
0.0069,136.666,47.5111,0.0071,137.27,45.4105,
0.0085,135.81,51.836,0.0155,145.911,46.8303,
0.0069,147.101,54.0671,0.0071,140.761,48.1039,
