176.132,42.9865,157.832,46.2624,
148.429,38.4092,159.209,44.8852,
150.355,33.1283,161.255,46.6317,
148.729,41.3434,159.915,40.4349,
145.695,36.5662,157.866,36.8017,
145.202,43.5745,145.941,38.4442,
148.426,37.2459,148.511,38.5617,
142.506,40.7596,142.181,42.4035,
142.777,34.6287,141.224,31.9819,
149.359,39.5719,142.757,37.8402,
135.458,37.787,157.346,41.9785,
147.81,38.1089,136.879,36.9756,
156.355,36.9112,149.434,36.6118,
138.508,40.1299,139.992,31.9375,
144.023,40.6847,146.984,45.0872,
148.51,43.441,143.587,35.9266,
139.608,45.5235,136.453,36.993,
156.228,42.5066,138.838,38.8136,
136.525,41.3865,152.104,35.2895,
142.135,43.1062,143.236,39.1959,
156.145,35.6068,143.11,33.1614,
129.583,40.6924,133.965,32.3118,
144.876,38.4768,144.396,42.1365,
159.675,45.2264,146.521,45.43,
160.737,42.0393,153.898,38.7261,
135.558,37.9399,138.562,35.5461,
142.495,39.6222,134.1,44.8431,
158.826,35.9317,141.887,38.6069,
143.769,50.2462,149.102,36.6919,
146.371,40.201,140.361,33.0712,
137.503,36.9695,140.55,38.2053,
158.808,40.6685,144.405,38.6092,
147.584,37.9104,144.804,44.2879,
140.727,43.6042,154.387,36.3001,
152.443,36.0245,144.774,33.5365,
150.194,36.4252,136.819,39.3454,
138.104,43.1835,134.683,40.3474,
142.93,37.9293,129.16,33.137,
132.376,38.8055,162.569,37.4294,
136.265,35.5849,131.608,44.697,
135.643,41.7774,142.462,36.7363,
146.639,37.8451,149.124,35.2836,
147.596,38.2827,139.715,41.2132,
138.169,37.415,145.369,41.0717,
155.448,47.0276,161.315,35.8366,
166.325,39.0171,147.948,33.3637,
163.385,47.0101,141.436,35.8416,
151.285,35.4021,144.958,37.7838,
150.896,38.1059,155.006,45.5106,
137.7,34.0303,143.708,39.0832,
150.408,38.0644,141.587,42.2408,
141.356,43.8634,170.045,40.529,
131.807,32.3362,145.527,37.4782,
144.76,39.1705,145.951,38.3484,
134.174,39.152,137.943,37.4315,
153.797,49.6766,143.738,38.3072,
159.768,40.5454,137.939,37.8682,
140.471,41.3168,141.535,31.9356,
151.854,37.333,137.354,37.2744,
149.307,37.4997,154.592,36.4798,
145.743,43.1578,138.306,36.336,
147.969,35.5558,144.243,41.8364,
141.754,41.9237,149.316,39.5677,
146.645,49.5179,148.272,34.1304,
138.954,37.2557,140.537,39.9317,
141.602,47.0615,155.264,40.5566,
140.637,44.3337,133.099,37.8679,
136.565,35.406,140.697,45.6531,
146.016,37.6435,140.638,37.6416,
135.793,38.6177,148.491,36.6823,
150.264,41.9385,149.975,39.0884,
136.345,46.8317,140.303,36.6494,
139.378,40.3815,150.024,35.3063,
138.585,37.163,159.158,41.9485,
132.643,36.4733,138,34.9261,
139.855,36.7598,140.629,38.2884,
155.582,40.4433,149.52,36.0611,
145.782,39.4245,145.673,39.2573,
143.088,54.5994,146.232,39.518,
141.695,35.3182,140.714,38.4316,
137.677,51.5991,144.644,42.4807,
148.701,41.6988,155.476,42.9909,
155.983,44.7372,158.274,37.6414,
139.571,40.3617,150.754,41.13,
141.671,48.3122,154.929,37.0425,
137.214,36.722,144.937,43.054,
136.236,32.6567,136.376,44.3844,
129.37,35.5926,136.763,35.8713,
138.651,30.9506,141.664,36.8139,
138.978,36.0582,145.77,35.8586,
157.425,43.5077,148.362,36.6603,
144.314,37.0973,145.307,39.2645,
138.976,40.2201,143.153,35.7267,
145.11,35.5143,160.582,40.8654,
141.096,37.3938,140.698,37.8638,
150.702,46.6448,140.92,33.3861,
146.677,40.1733,136.728,41.1542,
140.586,41.816,140.715,41.4885,
142.254,30.8953,139.288,36.8672,
157.279,34.471,154.836,43.7393,
145.49,36.4672,141.606,36.6594,
146.386,36.8144,145.459,34.9528,
140.772,35.812,156.321,38.206,
149.964,39.7882,142.839,37.7115,
139.768,35.5921,140.157,29.6452,
148.718,40.106,148.408,36.6579,
136.423,40.596,154.116,53.0956,
135.8,36.1766,135.194,38.3508,
134.703,39.6236,138.259,31.953,
142.745,36.6157,129.537,40.1967,
133.754,44.4714,142.449,41.4049,
143.509,40.2996,140.564,44.2138,
145.147,34.5986,136.966,43.0349,
150.95,40.4064,151.939,37.1329,
140.216,35.9767,149.397,33.6136,
140.096,31.761,141.885,35.2672,
138.166,38.2945,149.378,32.0211,
143.015,37.1873,134.652,32.6123,
160.061,33.9617,141.41,37.1843,
168.276,39.9505,145.488,41.486,
144.235,36.5315,157.742,44.1392,
146.023,37.5844,148.021,42.0113,
150.315,43.9765,134.916,36.6721,
153.793,41.1242,146.367,35.7712,
151.773,44.2472,139.671,34.1563,
149.199,49.8133,150.407,32.6507,
134.477,38.3686,133.715,34.0964,
142.449,38.3595,135.186,36.4009,
152.618,32.2532,137.304,41.5265,
148.686,36.5749,143.505,35.77,
146.553,34.1189,151.271,42.5442,
131.567,38.8284,137.201,44.7632,
129.089,42.1389,142.102,35.461,
147.007,43.6497,172.586,38.6429,
130.309,36.7743,148.665,36.2708,
146.791,36.8144,148.7,47.325,
142.446,39.4404,141.66,42.6852,
141.57,39.49,150.309,35.8252,
156.069,39.3285,153.87,43.6943,
150.215,39.487,151.522,41.919,
153.298,39.8841,146.567,45.9215,
153.12,38.5004,134.22,38.5073,
131.185,36.3817,157.454,39.2062,
148.42,33.899,138.905,36.1461,
141.563,36.9327,141.336,44.9125,
147.312,37.2216,159.655,34.5347,
156.363,36.8127,150.35,37.7003,
146.283,35.2912,134.708,39.0717,
144.941,36.31,141.538,34.0058,
143.374,33.5207,143.894,39.4614,
143.139,45.4154,132.428,40.9982,
157.702,47.3865,144.195,35.4877,
144.365,37.3743,140.084,36.7041,
142.297,42.6375,145.743,44.5362,
145.055,41.9661,138.135,39.3885,
133.779,43.1805,141.89,36.5592,
143.731,42.0886,141.115,39.0191,
155.468,41.9246,150.948,42.6534,
137.281,37.0564,133.069,34.5299,
151.039,35.322,147.082,40.7065,
140.441,37.2974,153.95,37.2766,
143.39,36.3744,153.691,39.3598,
153.936,43.1879,139.518,37.4455,
147.818,36.1084,141.24,42.0102,
148.238,39.9069,153.03,51.2025,
149.338,39.3144,155.535,41.8088,
139.217,36.5971,149.847,42.232,
133.342,41.8017,130.574,40.7459,
142.992,37.3305,165.168,43.7246,
136.228,38.0973,151.147,43.8936,
139.939,36.1161,149.916,37.5881,
149.917,37.7252,147.329,32.2793,
150.923,39.5589,142.887,44.3123,
137.615,39.6696,148.054,32.7018,
144.097,38.2622,139.012,34.7041,
150.124,37.9515,148.237,43.8933,
139.939,40.5589,151.911,46.9708,
129.525,30.066,150.538,43.881,
133.783,32.4771,139.506,45.4015,
132.393,37.0296,140.403,49.1021,
147.612,38.4148,144.947,44.3657,
141.071,38.8594,144.477,44.7949,
146.613,33.1988,148.879,46.2018,
141.49,34.3623,144.934,50.8626,
126.956,46.2575,140.736,36.7101,
146.19,37.869,147.637,68.6829,
144.165,37.6116,149.16,50.4134,
146.944,35.7106,150.726,49.5802,
132.876,37.8186,151.664,37.3514,
146.973,47.1433,150.816,38.7228,
133.311,39.7341,134.265,37.6231,
139.042,33.3911,161.71,43.5091,
139.947,38.942,142.552,38.1498,
132.131,37.1926,146.574,37.7923,
146.386,35.041,147.629,36.9746,
152.63,31.3786,138.245,49.1241,
155.534,32.3674,136.659,54.516,
146.398,53.7253,145.397,47.0301,
148.187,32.5972,154.033,34.6418,
156.525,43.3391,144.391,39.0229,
