27.3192,26.9495,
25.6954,26.3407,
25.3223,26.5827,
25.9186,26.0679,
25.322,25.6139,
24.7342,26.4552,
25.4948,25.5833,
26.0324,28.1445,
25.772,25.7657,
25.9818,25.3746,
26.3391,25.9757,
25.9109,27.4292,
26.7717,27.3268,
26.9379,26.1722,
25.3675,26.2306,
26.32,25.4561,
25.528,26.681,
29.4423,30.5265,
29.2341,29.6979,
29.0721,30.0589,
29.1535,29.5275,
29.3358,29.5518,
29.194,29.1146,
30.5864,30.8283,
30.0577,30.9153,
31.4436,30.039,
30.1231,30.2694,
29.8584,30.1845,
29.4367,30.387,
29.2625,29.8411,
29.1991,30.3977,
29.5268,29.3065,
28.6568,24.5354,
24.9418,25.1251,
24.9846,25.5022,
24.3483,25.5618,
24.6062,25.3096,
24.3679,25.1429,
24.8539,24.783,
25.6648,24.8153,
24.5389,25.485,
24.606,24.8998,
24.3602,25.5814,
24.2423,25.181,
24.3736,26.1983,
24.0325,26.8261,
25.6069,26.6644,
25.7269,26.0414,
25.0274,25.0898,
24.1301,24.4104,
24.3949,24.8717,
24.0854,25.0405,
24.4727,25.0978,
24.1557,24.9399,
24.5158,24.8946,
24.409,25.304,
23.8574,24.775,
24.2098,25.4331,
24.1793,24.7586,
24.3518,25.0384,
23.9075,24.5496,
24.1033,24.9829,
24.1258,24.6867,
24.3479,24.9805,
24.5981,24.7676,
24.2853,24.8581,
24.1331,24.6885,
24.4057,25.0288,
24.3878,25.1513,
24.1588,24.7305,
24.2266,24.6942,
24.1672,25.1502,
24.3197,25.2003,
24.3976,24.7397,
24.0838,24.5102,
24.494,24.9843,
24.7183,24.7428,
25.8156,27.4057,
26.0603,26.1454,
24.3499,26.7875,
25.8992,26.9848,
25.866,25.8139,
26.2163,26.9031,
25.6205,26.7221,
24.3442,25.39,
24.1749,27.7401,
26.0255,26.8316,
26.3952,27.503,
26.1939,27.5748,
26.4424,26.2429,
25.6343,25.7844,
24.4512,24.9659,
26.0034,26.5394,
26.307,24.981,
24.1754,24.7376,
25.4732,27.132,
28.5271,26.9336,
29.9172,26.0416,
27.3073,26.8158,
26.4793,27.8711,
25.8367,26.5964,
25.8125,26.942,
26.0149,37.6697,
25.3321,26.6704,
25.6601,27.1995,
27.5205,28.28,
25.3563,26.2843,
25.052,26.4063,
25.7919,26.2564,
25.1128,26.0211,
25.4891,25.8404,
26.0466,27.6993,
28.129,27.1463,
26.4082,26.1437,
26.5151,26.8842,
25.8944,26.6411,
25.3981,26.1746,
26.2186,27.1945,
26.3792,27.9062,
26.0606,26.8941,
26.9097,30.4602,
25.5765,26.0807,
26.6362,27.6648,
27.6493,28.2453,
26.3486,26.4422,
26.7375,27.3722,
26.452,27.2307,
26.4282,26.3363,
25.2417,26.5103,
26.1557,25.7243,
25.512,25.3745,
25.6074,25.505,
26.3386,29.3392,
26.7336,27.5311,
26.6503,25.4071,
25.0663,26.3145,
25.7666,27.006,
25.7457,26.3563,
25.5594,25.9789,
26.3162,26.8606,
25.9885,26.8654,
25.6701,26.3542,
25.4037,25.7476,
24.5798,25.257,
24.4271,25.8559,
26.2437,26.4332,
25.9793,26.3751,
26.2089,27.005,
26.0941,26.275,
25.8461,26.5383,
26.3617,26.3098,
25.7376,26.9027,
26.1689,26.4618,
24.9208,26.5333,
25.7087,25.7778,
24.5809,25.5388,
24.1549,25.8724,
25.325,25.724,
24.4072,25.3569,
24.5354,25.483,
25.249,25.6122,
25.3002,26.5118,
26.4714,26.3789,
26.3183,27.6426,
26.4686,27.3181,
26.0673,27.8283,
26.2011,26.6561,
26.2477,26.7731,
25.6778,26.1402,
25.7445,27.4695,
26.0824,25.8031,
25.0008,25.8097,
24.7512,27.1014,
24.843,24.9858,
25.8306,25.0656,
24.1312,25.3619,
24.7601,25.2815,
24.2734,24.5824,
24.1488,25.384,
24.7619,24.8649,
26.5579,27.4949,
27.3265,27.4522,
27.3874,27.985,
26.6207,27.5561,
27.0598,26.6868,
25.7087,25.6976,
26.2772,25.5994,
25.4217,25.4419,
24.6686,29.832,
32.8637,27.2586,
28.4293,26.5055,
25.6607,26.4301,
25.9624,26.1731,
25.3016,26.2617,
27.4306,25.9347,
25.7744,26.7702,
25.5859,27.0349,
26.562,27.6297,
26.0707,26.5218,
26.0323,27.322,
27.0366,26.5849,
25.2304,25.3336,
24.2919,25.1688,
24.6244,25.2608,
25.0903,25.5548,
24.3699,26.1585,
24.3498,27.9676,
26.125,25.6186,
25.1755,26.5519,
24.5749,25.2411,
24.4659,25.5554,
24.1648,24.8544,
23.9757,25.0147,
24.3515,25.0506,
24.1099,25.014,
24.2481,24.9507,
24.4661,24.6472,
25.5017,25.1785,
27.3677,25.8765,
25.7673,25.1185,
25.8451,25.2423,
24.4245,26.2608,
25.9541,25.1817,
24.3108,25.2547,
24.4076,24.4144,
24.5462,24.6119,
24.3268,25.595,
24.5229,25.0883,
24.6815,25.6542,
24.1619,25.1012,
24.7051,24.8838,
24.3826,24.7648,
24.4041,25.1812,
23.9746,24.9975,
24.1626,25.3487,
24.1351,24.9877,
24.6405,25.3347,
24.4856,24.9027,
24.357,24.689,
24.0212,24.9122,
24.3285,24.9256,
23.9059,25.0781,
24.436,25.9424,
25.0589,25.947,
26.2882,25.8963,
25.2483,25.5624,
25.7682,26.588,
25.825,26.3859,
25.8877,26.3864,
25.4779,26.4227,
26.0316,26.1907,
25.3181,25.7524,
25.0805,25.3592,
24.4278,26.4695,
25.0459,25.1845,
24.6096,26.0893,
24.8217,26.9023,
26.0682,27.7909,
26.288,26.924,
25.7148,26.3483,
26.359,26.5364,
25.7797,27.134,
26.1895,27.3881,
25.6963,25.9709,
25.1807,24.8271,
24.7593,24.9258,
24.8099,25.4134,
24.9745,25.1583,
24.441,25.4246,
24.9412,25.078,
24.5127,25.6141,
24.6328,25.7611,
24.7308,25.0198,
24.9741,25.2515,
25.2081,25.5338,
24.3291,25.6703,
24.4322,25.5777,
25.1297,24.9392,
25.1824,25.3119,
24.5211,25.3828,
24.8218,25.4403,
24.659,24.998,
24.2518,26.4814,
24.3967,24.8362,
25.4055,26.1864,
25.5819,26.0134,
25.454,25.7322,
24.8123,25.0464,
24.5702,25.5575,
25.117,26.9038,
24.5548,24.7071,
24.6494,25.6183,
24.3228,24.9776,
24.9643,26.4202,
24.8856,25.6044,
24.7166,25.6696,
24.6408,25.3022,
25.5742,26.4952,
26.1703,27.0412,
25.784,26.1983,
25.7268,26.6838,
26.025,26.4709,
25.9741,27.0152,
26.3927,27.044,
25.8994,26.6408,
25.6641,25.7111,
24.8245,25.1446,
24.5845,25.9773,
24.6164,25.9189,
24.6565,25.5149,
24.4878,25.157,
24.8886,25.7529,
24.799,25.4351,
25.7429,26.4169,
26.0764,26.8834,
24.986,26.9337,
26.0761,26.6788,
24.8286,25.2422,
24.5606,25.3284,
24.7931,25.7125,
24.7568,25.1785,
24.686,24.971,
25.4133,25.3985,
24.7336,25.0741,
24.224,24.8712,
24.6079,24.8057,
24.5837,25.4057,
24.5141,24.7824,
24.9232,25.9512,
26.534,26.7086,
24.6759,25.3123,
24.6757,25.4639,
25.4131,25.6434,
25.1451,25.9073,
24.8424,25.7262,
26.1072,27.0834,
25.9217,25.4246,
24.6061,24.965,
24.837,25.0025,
24.5862,25.4135,
25.0835,25.7099,
25.2293,24.5868,
24.5875,25.4169,
24.8498,25.2714,
25.1157,28.2424,
25.1652,25.9753,
25.019,25.506,
26.047,26.6743,
25.8888,26.7582,
25.4239,26.5121,
26.4908,26.3927,
26.0161,26.4833,
25.8143,26.4752,
25.7433,26.0769,
26.3523,27.0527,
26.4408,26.4377,
25.6431,26.6568,
25.0569,25.5777,
26.1458,26.5129,
25.9645,26.8218,
25.8353,26.4523,
26.2754,25.1461,
26.8227,25.5639,
24.9044,25.2402,
24.861,25.3722,
24.71,28.4239,
26.8555,26.2745,
25.5301,26.1616,
24.3884,26.304,
24.9118,25.956,
24.5462,25.2592,
24.5303,25.5227,
24.8891,25.8348,
24.6937,25.4903,
24.6849,25.5752,
24.6488,24.9412,
24.6774,26.1719,
25.6094,25.2927,
25.3479,24.916,
24.928,25.9749,
25.8436,27.044,
25.9694,26.9644,
26.312,26.9801,
25.9846,26.5619,
25.5321,24.9156,
24.4665,25.1199,
25.1765,24.6248,
24.8998,25.1592,
24.9104,25.1315,
24.5579,25.6063,
24.842,25.2529,
24.7082,25.533,
24.6548,25.1814,
25.1435,25.2359,
24.8044,25.9847,
24.7051,25.4527,
25.1096,25.2136,
24.6832,25.694,
25.0565,24.9539,
24.6722,25.1626,
